YEAR,MAKE,MODEL,VEHICLE_CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL_CONSUMPTION_1,FUEL_CONSUMPTION_2,FUEL_CONSUMPTION_3,FUEL_CONSUMPTION_4,CO2_EMISSIONS
1995,ACURA,SUBCOMPACT,1.8,4,A4,X,11.6,8.3,10.1,28,232
1995,ACURA,SUBCOMPACT,1.8,4,M5,X,11,8.3,9.8,29,225
1995,ACURA,SUBCOMPACT,1.8,4,M5,Z,10.8,8.3,9.7,29,223
1995,ACURA,COMPACT,3.2,6,A4,Z,14.2,10.5,12.5,23,288
1995,ACURA,COMPACT,3.2,6,A4,Z,14.6,11,13,22,299
1995,ACURA,COMPACT,3.2,6,M6,Z,15,9.9,12.7,22,292
1995,ACURA,TWO-SEATER,3,6,A4,Z,15.1,10.9,13.2,21,304
1995,ACURA,TWO-SEATER,3,6,M5,Z,14.5,10.6,12.7,22,292
1995,ALFA ROMEO,COMPACT,3,6,A4,Z,17.4,11.8,14.9,19,343
1995,ALFA ROMEO,COMPACT,3,6,M5,Z,15.4,10.6,13.3,21,306
1995,AUDI,COMPACT,2.8,6,A4,Z,14.5,9.7,12.3,23,283
1995,AUDI,COMPACT,2.8,6,M5,Z,13.6,9.7,11.9,24,274
1995,AUDI,COMPACT,2.8,6,M5,Z,13.9,10.1,12.2,23,281
1995,AUDI,COMPACT,2.8,6,A4,Z,14.2,10.9,12.7,22,292
1995,AUDI,COMPACT,2.8,6,A4,Z,14.3,11.4,13,22,299
1995,AUDI,STATION WAGON - SMALL,2.8,6,A4,Z,14.3,11.4,13,22,299
1995,AUDI,STATION WAGON - SMALL,2.8,6,A4,Z,14.2,11,12.7,22,292
1995,AUDI,MINICOMPACT,2.8,6,A4,Z,14.6,9.9,12.5,23,288
1995,AUDI,COMPACT,2.2,5,M5,Z,14.9,11,13.1,22,301
1995,BENTLEY,MID-SIZE,6.7,8,A4,Z,24.7,17.3,21.3,13,490
1995,BENTLEY,MID-SIZE,6.7,8,A4,Z,24.7,17.3,21.3,13,490
1995,BENTLEY,COMPACT,6.7,8,A4,Z,24.9,17.3,21.5,13,495
1995,BENTLEY,COMPACT,6.7,8,A4,Z,24.9,16,20.9,14,481
1995,BENTLEY,COMPACT,6.7,8,A4,Z,25.1,17,21.5,13,495
1995,BENTLEY,FULL-SIZE,6.7,8,A4,Z,25.3,17.8,21.9,13,504
1995,BENTLEY,MID-SIZE,6.7,8,A4,Z,24.9,16,20.9,14,481
1995,BENTLEY,MID-SIZE,6.7,8,A4,Z,24.9,16,20.9,14,481
1995,BMW,MINICOMPACT,1.8,4,A4,Z,12.8,9,11.1,25,255
1995,BMW,MINICOMPACT,1.8,4,M5,Z,12.2,8.2,10.4,27,239
1995,BMW,SUBCOMPACT,1.8,4,A4,Z,12.8,9,11.1,25,255
1995,BMW,SUBCOMPACT,1.8,4,M5,Z,12,8.1,10.3,27,237
1995,BMW,COMPACT,1.8,4,A4,Z,12.8,8.9,11,26,253
1995,BMW,COMPACT,1.8,4,M5,Z,12,8.1,10.3,27,237
1995,BMW,SUBCOMPACT,2,6,A5,Z,13.3,9,11.4,25,262
1995,BMW,SUBCOMPACT,2,6,M5,Z,13.3,9,11.4,25,262
1995,BMW,MINICOMPACT,2.5,6,A4,Z,13.4,9.3,11.5,25,265
1995,BMW,MINICOMPACT,2.5,6,M5,Z,13.7,9.1,11.7,24,269
1995,BMW,SUBCOMPACT,2.5,6,A4,Z,13.4,9.3,11.5,25,265
1995,BMW,SUBCOMPACT,2.5,6,M5,Z,13.7,9.1,11.7,24,269
1995,BMW,COMPACT,2.5,6,A4,Z,14.3,10.1,12.4,23,285
1995,BMW,COMPACT,2.5,6,M5,Z,13.7,9.1,11.7,24,269
1995,BMW,COMPACT,3,8,A5,Z,16,10.1,13.3,21,306
1995,BMW,COMPACT,3,8,M5,Z,16.6,10.7,14,20,322
1995,BMW,STATION WAGON - SMALL,3,8,A5,Z,16,10.1,13.3,21,306
1995,BMW,COMPACT,4,8,A5,Z,15.2,10.1,12.9,22,297
1995,BMW,COMPACT,4,8,M6,Z,18,11,14.8,19,340
1995,BMW,MID-SIZE,4,8,A5,Z,16.1,10.9,13.7,21,315
1995,BMW,MID-SIZE,4,8,A5,Z,16.1,10.9,13.7,21,315
1995,BMW,MID-SIZE,5.4,12,A5,Z,18.9,12.7,16.1,18,370
1995,BMW,SUBCOMPACT,4,8,A5,Z,16.1,10.9,13.7,21,315
1995,BMW,SUBCOMPACT,5.4,12,A5,Z,18.9,12.7,16.1,18,370
1995,BUICK,MID-SIZE,2.2,4,A3,X,11.3,8.2,9.9,29,228
1995,BUICK,MID-SIZE,3.1,6,A4,X,14.6,9.3,12.2,23,281
1995,BUICK,STATION WAGON - MID-SIZE,2.2,4,A3,X,12.3,8.7,10.7,26,246
1995,BUICK,STATION WAGON - MID-SIZE,3.1,6,A4,X,14.6,9.3,12.2,23,281
1995,BUICK,FULL-SIZE,3.8,6,A4,X,14.5,9.3,12.1,23,278
1995,BUICK,FULL-SIZE,3.8,6,A4,X,14.5,9.3,12.1,23,278
1995,BUICK,FULL-SIZE,3.8,6,A4,Z,16.1,10.4,13.5,21,311
1995,BUICK,MID-SIZE,3.1,6,A4,X,14.6,9.3,12.2,23,281
1995,BUICK,MID-SIZE,3.8,6,A4,X,14.5,9.3,12.1,23,278
1995,BUICK,MID-SIZE,3.8,6,A4,Z,16.1,10.4,13.5,21,311
1995,BUICK,FULL-SIZE,5.7,8,A4,Z,15.6,10.2,13.2,21,304
1995,BUICK,STATION WAGON - MID-SIZE,5.7,8,A4,Z,15.6,10.2,13.2,21,304
1995,BUICK,COMPACT,2.3,4,A4,X,12.9,8.8,11,26,253
1995,BUICK,COMPACT,3.1,6,A4,X,14.2,9.8,12.2,23,281
1995,CADILLAC,FULL-SIZE,4.6,8,A4,Z,16,10.3,13.4,21,308
1995,CADILLAC,FULL-SIZE,4.9,8,A4,Z,17.4,10.5,14.3,20,329
1995,CADILLAC,MID-SIZE,4.6,8,A4,Z,16,10.3,13.4,21,308
1995,CADILLAC,MID-SIZE,4.6,8,A4,Z,18.8,12.3,15.9,18,366
1995,CADILLAC,FULL-SIZE,5.7,8,A4,Z,15.6,10.2,13.2,21,304
1995,CADILLAC,FULL-SIZE,4.6,8,A4,Z,16,10.3,13.4,21,308
1995,CADILLAC,FULL-SIZE,4.6,8,A4,Z,18.8,12.3,15.9,18,366
1995,CHEVROLET,VAN - CARGO,4.3,6,A4,Z,16.8,12.2,14.7,19,338
1995,CHEVROLET,VAN - CARGO,4.3,6,A4,Z,17.2,12.6,15.1,19,347
1995,CHEVROLET,VAN - PASSENGER,4.3,6,A4,Z,17,12.6,15,19,345
1995,CHEVROLET,VAN - PASSENGER,4.3,6,A4,Z,17.9,13.5,15.9,18,366
1995,CHEVROLET,COMPACT,2.2,4,A3,X,11.3,8.2,9.9,29,228
1995,CHEVROLET,COMPACT,2.2,4,M5,X,11.5,7.3,9.6,29,221
1995,CHEVROLET,COMPACT,3.1,6,A4,X,12.9,8.8,11,26,253
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.9,11.5,13.9,20,320
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,15.6,11.2,13.6,21,313
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.1,11.8,14.1,20,324
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,A4,X,17.8,13.1,15.7,18,361
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,M5,X,20.4,14.5,17.8,16,409
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,A4,X,18.8,14.2,16.7,17,384
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.9,15,18.8,15,432
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,20.5,15,18,16,414
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,14.8,11.3,13.2,21,356
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,M5,D,15.1,11.8,13.6,21,367
1995,CHEVROLET,SUV,5.7,8,A4,X,20,14.9,17.7,16,407
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.1,12.5,14.4,20,389
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.5,13.1,15,19,345
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.3,11.5,14.1,20,324
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.1,11.8,14.1,20,324
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,A4,X,18.5,14.3,16.6,17,382
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,M5,X,20.4,14.5,17.8,16,409
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,A4,X,20.8,16.3,18.8,15,432
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.9,15,18.8,15,432
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,20.7,15.1,18.2,16,419
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,15.4,11.5,13.7,21,370
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,M5,D,15.5,12.2,14,20,378
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.4,12.8,14.8,19,400
1995,CHEVROLET,SUBCOMPACT,3.4,6,A4,X,13.6,9,11.6,24,267
1995,CHEVROLET,SUBCOMPACT,3.4,6,M5,X,13.6,9,11.6,24,267
1995,CHEVROLET,SUBCOMPACT,5.7,8,A4,Z,15.6,10.3,13.2,21,304
1995,CHEVROLET,SUBCOMPACT,5.7,8,M6,Z,16.5,10.3,13.7,21,315
1995,CHEVROLET,FULL-SIZE,4.3,8,A4,X,14.8,9.9,12.6,22,290
1995,CHEVROLET,FULL-SIZE,5.7,8,A4,Z,15.6,10.2,13.2,21,304
1995,CHEVROLET,STATION WAGON - MID-SIZE,5.7,8,A4,Z,15.6,10.2,13.2,21,304
1995,CHEVROLET,COMPACT,2.2,4,A3,X,11.3,8.3,10,28,230
1995,CHEVROLET,COMPACT,2.2,4,M5,X,11.5,7.3,9.6,29,221
1995,CHEVROLET,COMPACT,2.3,4,A4,X,12.9,8.8,11,26,253
1995,CHEVROLET,COMPACT,2.3,4,M5,X,13.5,8.6,11.3,25,260
1995,CHEVROLET,COMPACT,2.2,4,A3,X,11.3,8.2,9.9,29,228
1995,CHEVROLET,COMPACT,3.1,6,A4,X,12.9,8.8,11,26,253
1995,CHEVROLET,TWO-SEATER,5.7,8,A4,Z,15.5,10.2,13.1,22,301
1995,CHEVROLET,TWO-SEATER,5.7,8,M6,Z,15.6,10.2,13.2,21,304
1995,CHEVROLET,TWO-SEATER,5.7,8,M6,Z,16.5,10.3,13.7,21,315
1995,CHEVROLET,VAN - PASSENGER,4.3,6,A4,X,16.5,13.1,15,19,345
1995,CHEVROLET,VAN - PASSENGER,5,8,A4,X,19.3,15.4,17.5,16,403
1995,CHEVROLET,VAN - CARGO,5.7,8,A4,X,20.8,16.3,18.8,15,432
1995,CHEVROLET,VAN - PASSENGER,6.5,8,A4,D,15.6,12,14,20,378
1995,CHEVROLET,VAN - CARGO,4.3,6,A4,X,18.3,15.4,17,17,391
1995,CHEVROLET,VAN - CARGO,5,8,A4,X,19.3,15.4,17.5,16,403
1995,CHEVROLET,VAN - PASSENGER,5.7,8,A4,X,20.8,16.3,18.8,15,432
1995,CHEVROLET,VAN - CARGO,5.7,8,A4,X,20,14.9,17.7,16,407
1995,CHEVROLET,VAN - PASSENGER,4.3,6,A4,X,18.3,15.4,17,17,391
1995,CHEVROLET,VAN - CARGO,5.7,8,A4,X,20.8,16.3,18.8,15,432
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.2,13.5,15.5,18,357
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13.3,15.7,18,361
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.2,14.7,16.6,17,382
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,A4,X,19.5,15.1,17.5,16,403
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,M5,X,21.4,15.9,18.9,15,435
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,A4,X,20.3,15.2,18,16,414
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,23.1,17,20.4,14,469
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.4,16.8,19.3,15,444
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.7,13.3,15.2,19,410
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,M5,D,15.7,12.1,14.1,20,381
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,17.3,13.6,15.7,18,424
1995,CHEVROLET,SUV,5.7,8,A4,X,23.3,17.4,20.6,14,474
1995,CHEVROLET,SUV,5.7,8,A4,X,20.7,15.9,18.6,15,428
1995,CHEVROLET,SUV,5.7,8,M5,X,22.7,16.8,20,14,460
1995,CHEVROLET,SUV,6.5,8,A4,D,18.2,14.7,16.6,17,448
1995,CHEVROLET,SUV,6.5,8,A4,D,18.2,14.7,16.6,17,448
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18,13.7,16.1,18,370
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.7,13.3,15.7,18,361
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.2,14.7,16.6,17,382
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,A4,X,19.6,15.1,17.6,16,405
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5,8,M5,X,21.4,15.9,18.9,15,435
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,A4,X,20.4,15.4,18.2,16,419
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,22.7,16.8,20,14,460
1995,CHEVROLET,PICKUP TRUCK - STANDARD,5.7,8,M5,X,21.6,16.8,19.4,15,446
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,16.7,13.3,15.2,19,410
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,M5,D,16.2,13.1,14.8,19,400
1995,CHEVROLET,PICKUP TRUCK - STANDARD,6.5,8,A4,D,18.2,14.7,16.6,17,448
1995,CHEVROLET,MID-SIZE,3.1,6,A4,X,14.6,9.3,12.2,23,281
1995,CHEVROLET,MID-SIZE,3.4,6,A4,X,15.4,9.7,12.9,22,297
1995,CHEVROLET,MINIVAN,3.1,6,A3,X,14.3,11.2,12.9,22,297
1995,CHEVROLET,MINIVAN,3.8,6,A4,X,15.5,10.3,13.2,21,304
1995,CHEVROLET,MID-SIZE,3.1,6,A4,X,14.6,9.3,12.2,23,281
1995,CHEVROLET,MID-SIZE,3.4,6,A4,X,15.4,9.7,12.9,22,297
1995,CHEVROLET,PICKUP TRUCK - SMALL,2.2,4,A4,X,13.4,9.8,11.8,24,271
1995,CHEVROLET,PICKUP TRUCK - SMALL,2.2,4,M5,X,12.1,9,10.7,26,246
1995,CHEVROLET,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.2,11,13.3,21,306
1995,CHEVROLET,PICKUP TRUCK - SMALL,4.3,6,M5,X,16.7,11.7,14.4,20,331
1995,CHEVROLET,PICKUP TRUCK - SMALL,4.3,6,A4,Z,16.3,11.7,14.2,20,327
1995,CHEVROLET,PICKUP TRUCK - SMALL,4.3,6,M5,Z,17,12.2,14.9,19,343
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16.1,12,14.2,20,327
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.2,11.8,14.8,19,340
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A4,Z,17,12.3,14.9,19,343
1995,CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,M5,Z,17.2,12.6,15.1,19,347
1995,CHEVROLET,SUV,4.3,6,A4,Z,16.8,12.2,14.7,19,338
1995,CHEVROLET,SUV,4.3,6,M5,Z,17,12.2,14.9,19,343
1995,CHEVROLET,SUV,4.3,6,A4,Z,17.1,12.5,15,19,345
1995,CHEVROLET,SUV,4.3,6,M5,Z,17.2,12.6,15.1,19,347
1995,CHEVROLET,SUV,1.6,4,A3,X,11.8,10.3,11.1,25,255
1995,CHEVROLET,SUV,1.6,4,M5,X,11.1,9.1,10.2,28,235
1995,CHEVROLET,SUV,1.6,4,A3,X,11.9,10.5,11.3,25,260
1995,CHEVROLET,SUV,1.6,4,M5,X,11.5,9.6,10.6,27,244
1995,CHEVROLET,SUV,1.6,4,A3,X,11.9,10.5,11.3,25,260
1995,CHEVROLET,SUV,1.6,4,M5,X,11.5,9.6,10.6,27,244
1995,CHRYSLER,MID-SIZE,2.5,6,A4,X,13.2,8.9,11.3,25,260
1995,CHRYSLER,FULL-SIZE,3.3,6,A4,X,13.9,9.4,11.9,24,274
1995,CHRYSLER,FULL-SIZE,3.5,6,A4,X,15.3,9.9,12.9,22,297
1995,CHRYSLER,SUBCOMPACT,3,6,A4,X,13.1,8.9,11.2,25,258
1995,CHRYSLER,FULL-SIZE,3.5,6,A4,X,15.3,9.9,12.9,22,297
1995,CHRYSLER,FULL-SIZE,3.5,6,A4,X,15.3,9.9,12.9,22,297
1995,CHRYSLER,COMPACT,2,4,A4,X,12.2,8.3,10.5,27,242
1995,CHRYSLER,COMPACT,2,4,M5,X,11.9,7.9,10.1,28,232
1995,CHRYSLER,COMPACT,2.5,6,A4,X,13.3,9.3,11.5,25,265
1995,CHRYSLER,MINIVAN,3.8,6,A4,X,15.6,11.1,13.6,21,313
1995,CHRYSLER,MINIVAN,3.8,6,A4,X,16.2,11.8,14.2,20,327
1995,DODGE,COMPACT,2,4,A4,X,12.2,8.3,10.5,27,242
1995,DODGE,COMPACT,2,4,M5,X,11.9,7.9,10.1,28,232
1995,DODGE,COMPACT,2.5,6,A4,X,13.3,9.3,11.5,25,265
1995,DODGE,MINIVAN,2.5,4,A3,X,12.9,10.2,11.7,24,269
1995,DODGE,MINIVAN,3,6,A3,X,14.3,10.6,12.6,22,290
1995,DODGE,MINIVAN,3,6,A4,X,13.9,10.2,12.2,23,281
1995,DODGE,MINIVAN,3.3,6,A4,X,14.6,10.9,12.9,22,297
1995,DODGE,MINIVAN,2.5,4,A3,X,12.9,10.2,11.7,24,269
1995,DODGE,MINIVAN,3,6,A3,X,14.3,10.6,12.6,22,290
1995,DODGE,MINIVAN,3.3,6,A4,X,14.6,10.9,12.9,22,297
1995,DODGE,SUBCOMPACT,1.5,4,A3,X,9.4,7.9,8.7,32,200
1995,DODGE,SUBCOMPACT,1.5,4,M5,X,8.3,6.6,7.5,38,173
1995,DODGE,SUBCOMPACT,1.8,4,A4,X,10.3,7.8,9.2,31,212
1995,DODGE,SUBCOMPACT,1.8,4,M5,X,10.2,7.6,9.1,31,209
1995,DODGE,PICKUP TRUCK - STANDARD,2.5,4,M5,X,11.7,9.4,10.7,26,246
1995,DODGE,PICKUP TRUCK - STANDARD,3.9,6,A4,X,16.4,12.7,14.7,19,338
1995,DODGE,PICKUP TRUCK - STANDARD,3.9,6,M5,X,16.2,11.4,14,20,322
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,A4,X,18.5,13.8,16.4,17,377
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,M5,X,19.7,13.7,17,17,391
1995,DODGE,PICKUP TRUCK - STANDARD,3.9,6,A4,X,17.1,13.5,15.5,18,357
1995,DODGE,PICKUP TRUCK - STANDARD,3.9,6,M5,X,18.3,13.7,16.2,17,373
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,A4,X,19.3,15,17.3,16,398
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,M5,X,22.2,14.9,18.9,15,435
1995,DODGE,MINIVAN,3,6,A4,X,13.9,10.2,12.2,23,281
1995,DODGE,MINIVAN,3.3,6,A4,X,14.6,10.9,12.9,22,297
1995,DODGE,MINIVAN,3.8,6,A4,X,15.6,11.1,13.6,21,313
1995,DODGE,MINIVAN,3.3,6,A4,X,15.7,12,14.1,20,324
1995,DODGE,MINIVAN,3.8,6,A4,X,16.2,11.8,14.2,20,327
1995,DODGE,FULL-SIZE,3.3,6,A4,X,13.9,9.4,11.9,24,274
1995,DODGE,FULL-SIZE,3.5,6,A4,X,15.2,9.9,12.8,22,294
1995,DODGE,FULL-SIZE,3.3,6,A4,X,14.5,9.9,12.4,23,285
1995,DODGE,COMPACT,2,4,A3,X,10.3,8,9.3,30,214
1995,DODGE,COMPACT,2,4,M5,X,9.6,6.7,8.3,34,191
1995,DODGE,COMPACT,2,4,A3,X,11.7,8.7,10.3,27,237
1995,DODGE,COMPACT,2,4,M5,X,10,7.1,8.7,32,200
1995,DODGE,PICKUP TRUCK - STANDARD,3.9,6,A4,X,17.9,13.1,15.7,18,361
1995,DODGE,PICKUP TRUCK - STANDARD,3.9,6,M5,X,17.2,12.6,15.1,19,347
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,A4,X,19.8,14.6,17.5,16,403
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,M5,X,19.9,14.2,17.3,16,398
1995,DODGE,PICKUP TRUCK - STANDARD,5.9,8,A4,X,22.1,16.3,19.5,14,449
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,A4,X,21.5,16.1,19.1,15,439
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,M5,X,21.4,15.3,18.7,15,430
1995,DODGE,PICKUP TRUCK - STANDARD,5.9,8,A4,X,22.4,16.7,19.9,14,458
1995,DODGE,VAN - CARGO,3.9,6,A3,X,17.1,14.9,16.1,18,370
1995,DODGE,VAN - CARGO,5.2,8,A3,X,20.1,17.7,19,15,437
1995,DODGE,VAN - CARGO,5.2,8,A4,X,19.7,14.5,17.4,16,400
1995,DODGE,VAN - PASSENGER,3.9,6,A3,X,17.2,14.9,16.2,17,373
1995,DODGE,VAN - PASSENGER,5.2,8,A3,X,21.2,18.8,20.1,14,462
1995,DODGE,VAN - PASSENGER,5.2,8,A4,X,20.7,15.8,18.5,15,426
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,A4,X,20.7,15.8,18.5,15,426
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,M5,X,20.4,16.6,18.7,15,430
1995,DODGE,PICKUP TRUCK - STANDARD,5.9,8,A4,X,22.1,16.3,19.5,14,449
1995,DODGE,PICKUP TRUCK - STANDARD,5.9,8,M5,X,21.1,16.7,19.1,15,439
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,A4,X,21.5,16.1,19.1,15,439
1995,DODGE,PICKUP TRUCK - STANDARD,5.2,8,M5,X,20.7,16.7,18.9,15,435
1995,DODGE,PICKUP TRUCK - STANDARD,5.9,8,A4,X,23.3,17.5,20.7,14,476
1995,DODGE,PICKUP TRUCK - STANDARD,5.9,8,M5,X,21.9,17.5,19.9,14,458
1995,DODGE,VAN - CARGO,3.9,6,A3,X,17.1,14.9,16.1,18,370
1995,DODGE,VAN - CARGO,5.2,8,A3,X,20.1,17.7,19,15,437
1995,DODGE,VAN - CARGO,5.2,8,A4,X,19.7,14.5,17.4,16,400
1995,DODGE,VAN - CARGO,5.9,8,A4,X,22.1,16.2,19.5,14,449
1995,DODGE,VAN - PASSENGER,3.9,6,A3,X,17.2,14.9,16.2,17,373
1995,DODGE,VAN - PASSENGER,5.2,8,A3,X,21.2,18.8,20.1,14,462
1995,DODGE,VAN - PASSENGER,5.2,8,A4,X,20.8,15.8,18.6,15,428
1995,DODGE,VAN - PASSENGER,5.9,8,A4,X,22.1,16.3,19.5,14,449
1995,DODGE,VAN - CARGO,5.2,8,A4,X,20.6,15.7,18.4,15,423
1995,DODGE,VAN - CARGO,5.9,8,A4,X,22.1,16.3,19.5,14,449
1995,DODGE,VAN - PASSENGER,5.2,8,A4,X,21.5,16,19,15,437
1995,DODGE,VAN - PASSENGER,5.9,8,A4,X,24.1,17.4,21.1,13,485
1995,DODGE,MID-SIZE,2.5,4,A3,X,11.9,9.3,10.7,26,246
1995,DODGE,MID-SIZE,3,6,A3,X,12.6,9.7,11.3,25,260
1995,DODGE,SUBCOMPACT,3,6,A4,X,14.7,10.7,12.9,22,297
1995,DODGE,SUBCOMPACT,3,6,M5,X,13.8,10.3,12.2,23,281
1995,DODGE,SUBCOMPACT,3,6,M6,Z,14.8,10.5,12.9,22,297
1995,DODGE,MID-SIZE,2,4,M5,X,10.6,7.5,9.2,31,212
1995,DODGE,MID-SIZE,2.5,6,A4,X,13.2,8.9,11.3,25,260
1995,DODGE,TWO-SEATER,8,10,M6,Z,21.4,11.8,17.1,17,393
1995,EAGLE,SUBCOMPACT,1.5,4,A3,X,9.4,7.9,8.7,32,200
1995,EAGLE,SUBCOMPACT,1.5,4,M5,X,8.3,6.6,7.5,38,173
1995,EAGLE,SUBCOMPACT,1.8,4,A4,X,10.3,7.8,9.2,31,212
1995,EAGLE,SUBCOMPACT,1.8,4,M5,X,10.2,7.6,9.1,31,209
1995,EAGLE,STATION WAGON - MID-SIZE,2.4,4,A4,X,14.3,11,12.8,22,294
1995,EAGLE,STATION WAGON - MID-SIZE,2.4,4,M5,X,13,10.5,11.9,24,274
1995,EAGLE,STATION WAGON - MID-SIZE,1.8,4,A4,X,11.5,8.9,10.3,27,237
1995,EAGLE,STATION WAGON - MID-SIZE,1.8,4,M5,X,11,8.7,9.9,29,228
1995,EAGLE,STATION WAGON - MID-SIZE,2.4,4,A4,X,13.3,9.8,11.7,24,269
1995,EAGLE,STATION WAGON - MID-SIZE,2.4,4,M5,X,11.9,9.5,10.8,26,248
1995,EAGLE,SUBCOMPACT,2,4,A4,X,12.2,8.3,10.5,27,242
1995,EAGLE,SUBCOMPACT,2,4,M5,X,11.9,8,10.2,28,235
1995,EAGLE,SUBCOMPACT,2,4,A4,Z,13.8,10.4,12.3,23,283
1995,EAGLE,SUBCOMPACT,2,4,M5,Z,12.8,9.5,11.3,25,260
1995,EAGLE,FULL-SIZE,3.3,6,A4,X,13.9,9.4,11.9,24,274
1995,EAGLE,FULL-SIZE,3.5,6,A4,X,15.3,9.9,12.9,22,297
1995,FERRARI,TWO-SEATER,3.4,8,M5,Z,20.8,13.4,17.5,16,403
1995,FERRARI,SUBCOMPACT,5.5,12,M6,Z,25.5,16.1,21.3,13,490
1995,FERRARI,TWO-SEATER,3.5,8,M6,Z,26.1,16.8,21.9,13,504
1995,FORD,VAN - CARGO,3,6,A4,X,14.8,10.7,13,22,299
1995,FORD,MINIVAN,3,6,A4,X,15.3,11,13.4,21,308
1995,FORD,MINIVAN,4,6,A4,X,16.1,11.5,14,20,322
1995,FORD,MINIVAN,4,6,A4,X,17.3,12.9,15.3,18,352
1995,FORD,SUBCOMPACT,1.3,4,A3,X,9.3,7.6,8.5,33,196
1995,FORD,SUBCOMPACT,1.3,4,M5,X,7.7,6.2,7,40,161
1995,FORD,SUV,5,8,A4,X,18.9,13.5,16.5,17,380
1995,FORD,SUV,5,8,M5,X,19.1,14.6,17.1,17,393
1995,FORD,SUV,5.8,8,A4,X,20.6,15.1,18.1,16,416
1995,FORD,COMPACT,2,4,A4,X,11.3,8.1,9.9,29,228
1995,FORD,COMPACT,2,4,M5,X,11,7.4,9.4,30,216
